0.55,0.45
0.72,0.28
0.15,0.85
0.75,0.25
0.97,0.03
0.05,0.95
0.76,0.24
0.1,0.9
0.52,0.48
0.35,0.65
0.21,0.79
0.83,0.17
0.36,0.64
0.51,0.49
0.73,0.27
0.68,0.32
0.93,0.07
0.62,0.38
0.07,0.93
0.66,0.34
0.49,0.51
0.21,0.79
0.08,0.92
0.51,0.49
0.63,0.37
0.12,0.88
0.15,0.85
0.1,0.9
0.02,0.98
0.06,0.94
0.94,0.06
0.05,0.95
0.32,0.68
0.07,0.93
0.42,0.58
0.34,0.66
0.62,0.38
0.31,0.69
0.99,0.01
0.45,0.55
0.67,0.33
0,1
0.03,0.97
0.23,0.77
0.87,0.13
0.92,0.08
0.82,0.18
0.11,0.89
0.57,0.43
0.62,0.38
0.92,0.08
0.96,0.04
0.57,0.43
0.27,0.73
0.95,0.05
0.55,0.45
0.43,0.57
0.22,0.78
0.11,0.89
0.95,0.05
0.02,0.98
0.34,0.66
0.93,0.07
0.82,0.18
0.57,0.43
0.95,0.05
0.7,0.3
0.38,0.62
0.96,0.04
0.02,0.98
0.02,0.98
0.76,0.24
0.37,0.63
0.7,0.3
0.75,0.25
0.57,0.43
0.46,0.54
0.3,0.7
0.4,0.6
0.79,0.21
0.57,0.43
0.58,0.42
0.61,0.39
0.44,0.56
0.77,0.23
0.6,0.4
0.02,0.98
0.16,0.84
0.85,0.15
0.19,0.81
0.33,0.67
0.53,0.47
0.9,0.1
0.29,0.71
0.43,0.57
0.73,0.27
0.89,0.11
0.06,0.94
0.31,0.69
0.43,0.57
0.62,0.38
0.35,0.65
0.13,0.87
0.74,0.26
0.06,0.94
0.15,0.85
0.21,0.79
0.57,0.43
0.95,0.05
0.57,0.43
0.55,0.45
0.21,0.79
0.81,0.19
0.17,0.83
0.77,0.23
0.61,0.39
0.51,0.49
0.85,0.15
0.41,0.59
0.74,0.26
0.32,0.68
0.01,0.99
0.27,0.73
0.1,0.9
0.17,0.83
0.39,0.61
0.14,0.86
0.12,0.88
0.84,0.16
0.79,0.21
0.5,0.5
0.95,0.05
0.86,0.14
0.97,0.03
0.81,0.19
0.85,0.15
0.06,0.94
0.13,0.87
0.6,0.4
0.02,0.98
0.61,0.39
0.52,0.48
0.52,0.48
0.39,0.61
0.08,0.92
0.68,0.32
0.21,0.79
0.78,0.22
0.07,0.93
0.64,0.36
0.19,0.81
0.03,0.97
0.15,0.85
0.11,0.89
0.66,0.34
0.83,0.17
0.12,0.88
0.85,0.15
0.4,0.6
0.42,0.58
0.08,0.92
0.94,0.06
0.22,0.78
0.86,0.14
0.3,0.7
0.75,0.25
0.64,0.36
0.25,0.75
0.96,0.04
0.98,0.02
0.61,0.39
0.21,0.79
0.17,0.83
0.29,0.71
0.94,0.06
0.75,0.25
0.73,0.27
0.41,0.59
0.28,0.72
0.21,0.79
0.88,0.12
0.8,0.2
0.97,0.03
0.73,0.27
0.64,0.36
0.51,0.49
0.19,0.81
0.81,0.19
0.49,0.51
0.68,0.32
0.04,0.96
0.53,0.47
0.64,0.36
0.72,0.28
0.14,0.86
0.38,0.62
0.86,0.14
0.64,0.36
0.47,0.53
0.14,0.86
0.27,0.73
0.52,0.48
0.7,0.3
0.58,0.42
0.13,0.87
0.08,0.92
0.35,0.65
0.12,0.88
0.6,0.4
0.3,0.7
0.52,0.48
0.59,0.41
0.17,0.83
0.93,0.07
0.71,0.29
0.35,0.65
0.22,0.78
0.3,0.7
0.5,0.5
0.3,0.7
0.41,0.59
0.02,0.98
0.48,0.52
0.54,0.46
0.48,0.52
0.03,0.97
0.89,0.11
0.14,0.86
0,1
0.82,0.18
0.83,0.17
0.13,0.87
0.27,0.73
0.03,0.97
0.68,0.32
0.62,0.38
0.27,0.73
0.14,0.86
0.89,0.11
0.05,0.95
0.22,0.78
0.83,0.17
0.55,0.45
0.79,0.21
0.76,0.24
0.18,0.82
0.71,0.29
0.33,0.67
0.03,0.97
0.3,0.7
0.29,0.71
0.28,0.72
0.5,0.5
0.79,0.21
0.07,0.93
0.6,0.4
0.3,0.7
0.93,0.07
0.61,0.39
0.46,0.54
0.19,0.81
0.15,0.85
0.63,0.37
0.06,0.94
0.12,0.88
0.62,0.38
0.57,0.43
0.97,0.03
0.41,0.59
0.01,0.99
0.3,0.7
0.37,0.63
0.24,0.76
0.1,0.9
0.2,0.8
0.76,0.24
0.17,0.83
0.26,0.74
0.92,0.08
0.4,0.6
0.62,0.38
0.05,0.95
0.88,0.12
0.2,0.8
0.31,0.69
0.5,0.5
0.73,0.27
0.16,0.84
0.63,0.37
0.44,0.56
0.66,0.34
0.97,0.03
0.6,0.4
0.8,0.2
0.03,0.97
0.99,0.01
0.27,0.73
0.78,0.22
0.64,0.36
0.88,0.12
0.49,0.51
0.95,0.05
0.13,0.87
0.97,0.03
0.13,0.87
0.27,0.73
0.9,0.1
0.76,0.24
0.97,0.03
0.78,0.22
0.54,0.46
0.22,0.78
0.97,0.03
0.95,0.05
0.84,0.16
0.99,0.01
0.97,0.03
0.36,0.64
0.8,0.2
0.34,0.66
0.09,0.91
0.5,0.5
0.7,0.3
0.43,0.57
0.08,0.92
0.18,0.82
0.66,0.34
0.37,0.63
0.03,0.97
0.21,0.79
0.72,0.28
0.82,0.18
0.78,0.22
0.7,0.3
0.27,0.73
0.89,0.11
0.08,0.92
0.14,0.86
0.31,0.69
0.83,0.17
0.36,0.64
0.74,0.26
0.72,0.28
0.2,0.8
0.71,0.29
0.73,0.27
0.94,0.06
0.37,0.63
0.05,0.95
0.61,0.39
0.13,0.87
0.65,0.35
0,1
0.26,0.74
0.88,0.12
0.82,0.18
0.38,0.62
0.08,0.92
0.01,0.99
0.6,0.4
0.5,0.5
0.85,0.15
0.85,0.15
0.36,0.64
0.49,0.51
0.43,0.57
0.63,0.37
0.59,0.41
0.21,0.79
0.07,0.93
0.22,0.78
0.48,0.52
1,0
0.33,0.67
0.69,0.31
0.66,0.34
0.67,0.33
0.15,0.85
0.39,0.61
0.33,0.67
0.8,0.2
0.17,0.83
0.44,0.56
0.9,0.1
0.15,0.85
0.54,0.46
0.4,0.6
0.69,0.31
0.62,0.38
0.1,0.9
0.09,0.91
0.75,0.25
0.64,0.36
0.25,0.75
0.02,0.98
0.37,0.63
0.46,0.54
0.98,0.02
0.14,0.86
0.51,0.49
0.01,0.99
0.07,0.93
0.69,0.31
0.65,0.35
0.13,0.87
0.97,0.03
0.99,0.01
0.14,0.86
0.55,0.45
0.93,0.07
0.26,0.74
0.94,0.06
0.45,0.55
0.43,0.57
0.93,0.07
0.36,0.64
0.88,0.12
0.66,0.34
0.28,0.72
0.68,0.32
0.98,0.02
0.31,0.69
0.37,0.63
0.53,0.47
0.67,0.33
0.08,0.92
0.29,0.71
0.35,0.65
0.26,0.74
0.33,0.67
0.99,0.01
0.88,0.12
0.99,0.01
0.22,0.78
0.42,0.58
0.93,0.07
0.89,0.11
0.61,0.39
0.06,0.94
0.08,0.92
1,0
0.92,0.08
0.18,0.82
0.31,0.69
0.95,0.05
0.38,0.62
0.14,0.86
0.22,0.78
0.37,0.63
0.36,0.64
0.33,0.67
0.43,0.57
0.7,0.3
0.14,0.86
0.94,0.06
0.53,0.47
0.7,0.3
0.02,0.98
0.12,0.88
0.12,0.88
0.43,0.57
0.32,0.68
0.1,0.9
0.74,0.26
0.65,0.35
0.26,0.74
0.42,0.58
0.02,0.98
0.9,0.1
0.21,0.79
0.01,0.99
0.64,0.36
0.79,0.21
0.6,0.4
0.32,0.68
0.94,0.06
0.81,0.19
0.95,0.05
0.06,0.94
0.23,0.77
0.24,0.76
0.11,0.89
0.43,0.57
0.62,0.38
0.26,0.74
0.58,0.42
0.95,0.05
0.76,0.24
0.58,0.42
0.74,0.26
0.92,0.08
0.71,0.29
0.01,0.99
0.62,0.38
0.86,0.14
0.31,0.69
0.67,0.33
0.52,0.48
0.84,0.16
0.41,0.59
0.13,0.87
0.61,0.39
0.66,0.34
0.82,0.18
0.38,0.62
0.72,0.28
0.54,0.46
0.17,0.83
0.32,0.68
0.61,0.39
0.48,0.52
0.67,0.33
0.32,0.68
0.59,0.41
0.08,0.92
0.31,0.69
0.89,0.11
0.55,0.45
0.23,0.77
0.32,0.68
0.02,0.98
0.3,0.7
0.88,0.12
0.48,0.52
0.35,0.65
0.96,0.04
0.11,0.89
0.46,0.54
0.29,0.71
0.98,0.02
0.17,0.83
0.37,0.63
0.99,0.01
0.51,0.49
0.86,0.14
0.82,0.18
0.59,0.41
0.25,0.75
0.9,0.1
0.99,0.01
0.88,0.12
0.23,0.77
0.58,0.42
0.48,0.52
0.7,0.3
0.48,0.52
0.11,0.89
0.52,0.48
0.24,0.76
0.59,0.41
0.26,0.74
0.42,0.58
0.99,0.01
0.66,0.34
0.08,0.92
0.55,0.45
0.09,0.91
0.62,0.38
0.35,0.65
0.57,0.43
0.06,0.94
0.73,0.27
0.61,0.39
0.14,0.86
0.62,0.38
0.74,0.26
0,1
0.68,0.32
0.68,0.32
0.6,0.4
0.3,0.7
0.05,0.95
0.7,0.3
0.15,0.85
0.82,0.18
0.74,0.26
0.11,0.89
0.4,0.6
0.71,0.29
0.07,0.93
0.37,0.63
0.75,0.25
0.31,0.69
0.63,0.37
0.32,0.68
0.53,0.47
0.75,0.25
0.42,0.58
0.48,0.52
0.11,0.89
0.26,0.74
0.56,0.44
0.74,0.26
0.52,0.48
0.67,0.33
0.4,0.6
0.56,0.44
0.87,0.13
0.83,0.17
0.13,0.87
0.53,0.47
0.04,0.96
0.47,0.53
0.92,0.08
0.68,0.32
0.56,0.44
0.02,0.98
0.27,0.73
0.39,0.61
0.24,0.76
0.71,0.29
0.68,0.32
0.97,0.03
0.76,0.24
0.86,0.14
0.36,0.64
0.57,0.43
0.41,0.59
0.92,0.08
0.88,0.12
0.87,0.13
0.18,0.82
0.4,0.6
0.17,0.83
0.49,0.51
0.73,0.27
0.11,0.89
0.97,0.03
0.51,0.49
0.93,0.07
0.49,0.51
0.69,0.31
0.16,0.84
0.4,0.6
0.17,0.83
0.65,0.35
0.61,0.39
0.08,0.92
0.74,0.26
0.66,0.34
0.37,0.63
0.6,0.4
0.08,0.92
0.25,0.75
0.82,0.18
0.46,0.54
0.28,0.72
0.59,0.41
0.17,0.83
0.94,0.06
0.18,0.82
0.15,0.85
0.55,0.45
0.03,0.97
0.22,0.78
0.58,0.42
0.29,0.71
0.4,0.6
0.05,0.95
0.75,0.25
0.49,0.51
0.44,0.56
0.82,0.18
0.04,0.96
0.49,0.51
0.01,0.99
0.62,0.38
0.48,0.52
0.49,0.51
0.62,0.38
0.86,0.14
0.34,0.66
0.88,0.12
0.59,0.41
0.68,0.32
0.51,0.49
0.49,0.51
0.44,0.56
0.76,0.24
0.87,0.13
0.77,0.23
0.43,0.57
0.81,0.19
0.26,0.74
0.7,0.3
0.81,0.19
0.25,0.75
0.14,0.86
0.67,0.33
0.69,0.31
0.35,0.65
0.97,0.03
0.14,0.86
0.77,0.23
0.86,0.14
0.66,0.34
0.33,0.67
0.88,0.12
0.21,0.79
0.91,0.09
0.26,0.74
0.46,0.54
0.45,0.55
0.08,0.92
0.1,0.9
0.82,0.18
0.3,0.7
0.8,0.2
0.33,0.67
0.93,0.07
0.43,0.57
0.57,0.43
0.89,0.11
0.72,0.28
0.04,0.96
0.73,0.27
0.72,0.28
0.28,0.72
0.62,0.38
0.43,0.57
0.58,0.42
0.46,0.54
0.28,0.72
0.63,0.37
0.32,0.68
0.61,0.39
0.73,0.27
0.67,0.33
0.61,0.39
0.17,0.83
0.44,0.56
0.94,0.06
0.68,0.32
0.63,0.37
0.88,0.12
0.65,0.35
0.08,0.92
0.63,0.37
0.89,0.11
0.17,0.83
0.68,0.32
0.01,0.99
0.85,0.15
0.32,0.68
0.77,0.23
0.21,0.79
0.7,0.3
0.44,0.56
0.75,0.25
0.85,0.15
0.79,0.21
0.63,0.37
0.64,0.36
0.19,0.81
0.37,0.63
0.17,0.83
0.94,0.06
0.76,0.24
0.56,0.44
0.94,0.06
0.89,0.11
0.86,0.14
0.15,0.85
0.61,0.39
0.45,0.55
0.46,0.54
0.16,0.84
0.72,0.28
0.58,0.42
0.66,0.34
0.11,0.89
0.73,0.27
0.32,0.68
1,0
0.61,0.39
0.82,0.18
0.48,0.52
0.2,0.8
0,1
0.78,0.22
0.44,0.56
0.78,0.22
0.48,0.52
0.97,0.03
0.53,0.47
0.08,0.92
0.58,0.42
0.5,0.5
0.1,0.9
0.2,0.8
0.9,0.1
0.46,0.54
0.12,0.88
0.7,0.3
0.94,0.06
0.76,0.24
0.67,0.33
0.49,0.51
0.57,0.43
0.08,0.92
0.13,0.87
0.51,0.49
0.05,0.95
0.21,0.79
0.2,0.8
0.1,0.9
0.29,0.71
0.78,0.22
0.32,0.68
0.43,0.57
0.61,0.39
0.05,0.95
0.97,0.03
0.64,0.36
0.97,0.03
0.63,0.37
0.68,0.32
0.43,0.57
0.66,0.34
0.14,0.86
0.35,0.65
0.35,0.65
0.17,0.83
0.97,0.03
0.62,0.38
0.41,0.59
0.87,0.13
0.07,0.93
0.45,0.55
0.53,0.47
0.51,0.49
0.03,0.97
0.31,0.69
0.84,0.16
0.3,0.7
0.81,0.19
0.41,0.59
0.33,0.67
0.63,0.37
0.18,0.82
0.45,0.55
0.94,0.06
0.98,0.02
0.1,0.9
0.37,0.63
0.06,0.94
0.56,0.44
0.71,0.29
0.22,0.78
0.3,0.7
0.82,0.18
0.72,0.28
0.36,0.64
0.62,0.38
0.51,0.49
0.81,0.19
0.32,0.68
0.1,0.9
0.45,0.55
0.29,0.71
0.83,0.17
0.99,0.01
0.58,0.42
0.07,0.93
0.34,0.66
0.57,0.43
0.14,0.86
0.27,0.73
0.39,0.61
0.68,0.32
0.94,0.06
0.74,0.26
0.72,0.28
0.11,0.89
0.94,0.06
0.24,0.76
0.97,0.03
0.66,0.34
0.27,0.73
0.59,0.41
0.15,0.85
0.33,0.67
0.57,0.43
0.68,0.32
0.7,0.3
0.19,0.81
0.8,0.2
0.04,0.96
0.29,0.71
0.99,0.01
0.78,0.22
0.8,0.2
0.93,0.07
0.54,0.46
0.99,0.01
0.83,0.17
0.88,0.12
0.39,0.61
0.11,0.89
0.2,0.8
0.38,0.62
0.53,0.47
0.73,0.27
0.68,0.32
0.82,0.18
0.98,0.02
0.5,0.5
0.36,0.64
0.28,0.72
0.33,0.67
0.85,0.15
0.46,0.54
0.81,0.19
0.97,0.03
0.92,0.08
0.21,0.79
0.97,0.03
0.03,0.97
0.96,0.04
0.77,0.23
0.45,0.55
0.32,0.68
0.04,0.96
0.36,0.64
0.36,0.64
0.9,0.1
0.09,0.91
0.24,0.76
0.08,0.92
0.54,0.46
0.77,0.23
0.68,0.32
0.16,0.84
0.29,0.71
0.71,0.29
0.7,0.3
0.67,0.33
0.81,0.19
0.94,0.06
0.34,0.66
0.94,0.06
0.67,0.33
0.02,0.98
0.1,0.9
0.5,0.5
0.73,0.27
0.71,0.29
0.49,0.51
0.13,0.87
0.23,0.77
0.5,0.5
0.85,0.15
0.59,0.41
0.59,0.41
0.2,0.8
0.14,0.86
0.85,0.15
0.96,0.04
0.31,0.69
0.98,0.02
0.9,0.1
0.77,0.23
0.66,0.34
0.09,0.91
0.02,0.98
0.32,0.68
0.9,0.1
0.23,0.77
0.98,0.02
0.91,0.09
0.13,0.87
0.71,0.29
0,1
0.71,0.29
0.91,0.09
0.97,0.03
0.47,0.53
0.93,0.07
0.27,0.73
0.1,0.9
0.08,0.92
0.47,0.53
0.3,0.7
0.66,0.34
0.59,0.41
0.96,0.04
0.92,0.08
0.99,0.01
0.21,0.79
0.15,0.85
0.2,0.8
0.11,0.89
0.67,0.33
0.64,0.36
0.63,0.37
0.17,0.83
0.93,0.07
0.11,0.89
0.06,0.94
0.89,0.11
0.2,0.8
0.71,0.29
0.11,0.89
0.5,0.5
0.52,0.48
0.9,0.1
0.85,0.15
0.49,0.51
0.09,0.91
0.51,0.49
0.32,0.68
0.78,0.22
0.51,0.49
0.89,0.11
0.67,0.33
0.25,0.75
0.98,0.02
0.93,0.07
0.81,0.19
0.94,0.06
0.39,0.61
1,0
0.84,0.16
0.04,0.96
0.89,0.11
0.02,0.98
0.3,0.7
0.38,0.62
0.07,0.93
0.67,0.33
0.35,0.65
0.26,0.74
0.59,0.41
0.07,0.93
0.89,0.11
0.46,0.54
0.25,0.75
0.33,0.67
0.3,0.7
0.6,0.4
0.26,0.74
0.17,0.83
0.11,0.89
0.37,0.63
0.98,0.02
0.05,0.95
0.62,0.38
0.72,0.28
0.59,0.41
0.36,0.64
0.83,0.17
0.01,0.99
0.98,0.02
0.02,0.98
0.4,0.6
0.7,0.3
0.31,0.69
0.8,0.2
0.88,0.12
0.49,0.51
0.5,0.5
0.19,0.81
0.29,0.71
0.85,0.15
0.59,0.41
0.84,0.16
0.57,0.43
0.37,0.63
0.76,0.24
0.2,0.8
0.1,0.9
0.56,0.44
0.12,0.88
0.78,0.22
0.76,0.24
0,1
0.31,0.69
0.24,0.76
0.45,0.55
0.83,0.17
0.65,0.35
0.57,0.43
0.03,0.97
0.2,0.8
0.82,0.18
0.77,0.23
0.01,0.99
0.93,0.07
0.2,0.8
0.95,0.05
0.1,0.9
0.35,0.65
0.14,0.86
0.97,0.03
0.89,0.11
0.38,0.62
0.48,0.52
0.7,0.3
0.63,0.37
0.76,0.24
0.62,0.38
0.53,0.47
0.98,0.02
1,0
0,1
0.96,0.04
0.96,0.04
0.56,0.44
0.07,0.93
0.06,0.94
0.48,0.52
0.83,0.17
0.95,0.05
0.84,0.16
0.47,0.53
0.75,0.25
0.87,0.13
0.24,0.76
0.89,0.11
0.21,0.79
0.97,0.03
0.75,0.25
0.55,0.45
0.07,0.93
0.97,0.03
0.57,0.43
0.06,0.94
0.19,0.81
0.24,0.76
0.21,0.79
0.51,0.49
0.75,0.25
1,0
0.16,0.84
0.22,0.78
0.2,0.8
0.57,0.43
0.02,0.98
0.83,0.17
0.42,0.58
0.54,0.46
0.13,0.87
0.16,0.84
0.63,0.37
0.4,0.6
0.09,0.91
0.43,0.57
0.71,0.29
0.44,0.56
0.43,0.57
0.69,0.31
0.55,0.45
0.9,0.1
0.29,0.71
0.15,0.85
0.27,0.73
0.55,0.45
0.21,0.79
0.32,0.68
0.05,0.95
0.62,0.38
0.11,0.89
0.46,0.54
0.22,0.78
0.41,0.59
0.97,0.03
0.73,0.27
0.7,0.3
0.27,0.73
0.02,0.98
0.04,0.96
0.36,0.64
0.71,0.29
0.18,0.82
0.3,0.7
0.1,0.9
0.74,0.26
0.8,0.2
0.88,0.12
0.66,0.34
0.51,0.49
0.2,0.8
0.08,0.92
0.68,0.32
0.3,0.7
0.23,0.77
0.95,0.05
0.71,0.29
0.67,0.33
0.45,0.55
0.7,0.3
0.13,0.87
0.6,0.4
0.93,0.07
0.58,0.42
0.21,0.79
0.76,0.24
0.32,0.68
0.17,0.83
0.03,0.97
0.05,0.95
0.22,0.78
0.23,0.77
0.81,0.19
0.67,0.33
0.33,0.67
0.66,0.34
0.74,0.26
0.56,0.44
0.23,0.77
0.15,0.85
0.76,0.24
0.47,0.53
0.37,0.63
0.63,0.37
0.48,0.52
0.71,0.29
0.81,0.19
0.08,0.92
0.1,0.9
0.34,0.66
0.09,0.91
0.89,0.11
0.22,0.78
0.93,0.07
0.79,0.21
0.16,0.84
0.57,0.43
0.6,0.4
0.83,0.17
0.54,0.46
0.83,0.17
0.24,0.76
0.66,0.34
0.63,0.37
0.3,0.7
0.16,0.84
0.61,0.39
0.74,0.26
0.53,0.47
0.53,0.47
0.87,0.13
0.9,0.1
0.99,0.01
0.93,0.07
0.07,0.93
0.91,0.09
0.65,0.35
0.56,0.44
0.11,0.89
0.08,0.92
0.19,0.81
0.01,0.99
0.33,0.67
0.69,0.31
0.25,0.75
0.08,0.92
0.44,0.56
0.27,0.73
0.82,0.18
0.68,0.32
0.29,0.71
0.83,0.17
0.1,0.9
0.77,0.23
0.08,0.92
0.95,0.05
0.15,0.85
0.46,0.54
0.75,0.25
0.81,0.19
0.02,0.98
0.89,0.11
0.09,0.91
0.29,0.71
0.73,0.27
0.96,0.04
0.33,0.67
0.84,0.16
0.62,0.38
0.89,0.11
0.53,0.47
0.37,0.63
0.12,0.88
0.06,0.94
0.2,0.8
0.66,0.34
0.99,0.01
0.27,0.73
0.62,0.38
0.57,0.43
0.34,0.66
0.7,0.3
0.94,0.06
0.04,0.96
0.77,0.23
0.59,0.41
0.99,0.01
0.52,0.48
0.42,0.58
0.45,0.55
0.22,0.78
0.18,0.82
0.72,0.28
0.23,0.77
0.11,0.89
0.48,0.52
0.44,0.56
0.43,0.57
0.96,0.04
0.31,0.69
0.78,0.22
0.48,0.52
0.57,0.43
0.04,0.96
0.96,0.04
0.46,0.54
0.19,0.81
0.03,0.97
0.09,0.91
0.94,0.06
0.6,0.4
0.37,0.63
0.74,0.26
0.39,0.61
0.91,0.09
0.4,0.6
0.5,0.5
0.37,0.63
0.11,0.89
0.67,0.33
0.18,0.82
0.96,0.04
0.52,0.48
0.82,0.18
0.7,0.3
0.47,0.53
0.22,0.78
0.31,0.69
0.79,0.21
0.7,0.3
0.59,0.41
0.02,0.98
0.85,0.15
0.12,0.88
0.83,0.17
0.82,0.18
0.59,0.41
0.78,0.22
0.18,0.82
0.9,0.1
0.26,0.74
0.3,0.7
0.01,0.99
0.99,0.01
0.51,0.49
0.72,0.28
0.96,0.04
0.86,0.14
0.74,0.26
0.43,0.57
0.99,0.01
0.38,0.62
0.9,0.1
0.34,0.66
0.72,0.28
0.05,0.95
0.47,0.53
0.09,0.91
0.14,0.86
0.21,0.79
0.82,0.18
0.5,0.5
0.09,0.91